frame_id,timestamp,image_path
1389,1758997776.583033,frames/frame_001389.jpg
1390,1758997776.616992,frames/frame_001390.jpg
1391,1758997776.650774,frames/frame_001391.jpg
1392,1758997776.6847923,frames/frame_001392.jpg
1393,1758997776.7189069,frames/frame_001393.jpg
1394,1758997776.7529316,frames/frame_001394.jpg
1395,1758997776.7863705,frames/frame_001395.jpg
1396,1758997776.820013,frames/frame_001396.jpg
1397,1758997776.853759,frames/frame_001397.jpg
1398,1758997776.887881,frames/frame_001398.jpg
1399,1758997776.9217348,frames/frame_001399.jpg
1400,1758997776.9559228,frames/frame_001400.jpg
1401,1758997776.9901037,frames/frame_001401.jpg
1402,1758997777.0238707,frames/frame_001402.jpg
1403,1758997777.0576086,frames/frame_001403.jpg
1404,1758997777.0910285,frames/frame_001404.jpg
1405,1758997777.1253085,frames/frame_001405.jpg
1406,1758997777.1592062,frames/frame_001406.jpg
1407,1758997777.1931443,frames/frame_001407.jpg
1408,1758997777.2270405,frames/frame_001408.jpg
1409,1758997777.2610238,frames/frame_001409.jpg
1410,1758997777.294851,frames/frame_001410.jpg
1411,1758997777.3289814,frames/frame_001411.jpg
1412,1758997777.363044,frames/frame_001412.jpg
1413,1758997777.3969762,frames/frame_001413.jpg
1414,1758997777.430993,frames/frame_001414.jpg
1415,1758997777.4650726,frames/frame_001415.jpg
1416,1758997777.498951,frames/frame_001416.jpg
1417,1758997777.5330484,frames/frame_001417.jpg
1418,1758997777.5668116,frames/frame_001418.jpg
1419,1758997777.6009183,frames/frame_001419.jpg
1420,1758997777.6350746,frames/frame_001420.jpg
1421,1758997777.6688735,frames/frame_001421.jpg
1422,1758997777.7029495,frames/frame_001422.jpg
1423,1758997777.736851,frames/frame_001423.jpg
1424,1758997777.770952,frames/frame_001424.jpg
1425,1758997777.8048546,frames/frame_001425.jpg
1426,1758997777.8389478,frames/frame_001426.jpg
1427,1758997777.8728263,frames/frame_001427.jpg
1428,1758997777.9069722,frames/frame_001428.jpg
1429,1758997777.940823,frames/frame_001429.jpg
1430,1758997777.9749527,frames/frame_001430.jpg
1431,1758997778.0088363,frames/frame_001431.jpg
1432,1758997778.0429804,frames/frame_001432.jpg
1433,1758997778.0768647,frames/frame_001433.jpg
1434,1758997778.11099,frames/frame_001434.jpg
1435,1758997778.1448638,frames/frame_001435.jpg
1436,1758997778.1790051,frames/frame_001436.jpg
1437,1758997778.2128522,frames/frame_001437.jpg
1438,1758997778.2469904,frames/frame_001438.jpg
1439,1758997778.281144,frames/frame_001439.jpg
1440,1758997778.3149908,frames/frame_001440.jpg
1441,1758997778.3491552,frames/frame_001441.jpg
1442,1758997778.383005,frames/frame_001442.jpg
1443,1758997778.4171216,frames/frame_001443.jpg
1444,1758997778.451002,frames/frame_001444.jpg
1445,1758997778.4851186,frames/frame_001445.jpg
1446,1758997778.5189734,frames/frame_001446.jpg
1447,1758997778.5530875,frames/frame_001447.jpg
1448,1758997778.5869763,frames/frame_001448.jpg
1449,1758997778.6211088,frames/frame_001449.jpg
1450,1758997778.6549985,frames/frame_001450.jpg
1451,1758997778.6891317,frames/frame_001451.jpg
1452,1758997778.7230067,frames/frame_001452.jpg
1453,1758997778.7571442,frames/frame_001453.jpg
1454,1758997778.7910388,frames/frame_001454.jpg
1455,1758997778.8251514,frames/frame_001455.jpg
1456,1758997778.8590243,frames/frame_001456.jpg
1457,1758997778.8931644,frames/frame_001457.jpg
1458,1758997778.9272692,frames/frame_001458.jpg
1459,1758997778.96121,frames/frame_001459.jpg
1460,1758997778.995279,frames/frame_001460.jpg
1461,1758997779.0291498,frames/frame_001461.jpg
1462,1758997779.063258,frames/frame_001462.jpg
1463,1758997779.0971425,frames/frame_001463.jpg
1464,1758997779.1312478,frames/frame_001464.jpg
1465,1758997779.1651301,frames/frame_001465.jpg
1466,1758997779.1992402,frames/frame_001466.jpg
1467,1758997779.233145,frames/frame_001467.jpg
1468,1758997779.2672539,frames/frame_001468.jpg
1469,1758997779.3011448,frames/frame_001469.jpg
1470,1758997779.3352802,frames/frame_001470.jpg
1471,1758997779.3691518,frames/frame_001471.jpg
1472,1758997779.4032934,frames/frame_001472.jpg
1473,1758997779.4371781,frames/frame_001473.jpg
1474,1758997779.4713395,frames/frame_001474.jpg
1475,1758997779.5051334,frames/frame_001475.jpg
1476,1758997779.5393074,frames/frame_001476.jpg
1477,1758997779.5734031,frames/frame_001477.jpg
1478,1758997779.6073036,frames/frame_001478.jpg
1479,1758997779.6414003,frames/frame_001479.jpg
1480,1758997779.6753306,frames/frame_001480.jpg
1481,1758997779.709387,frames/frame_001481.jpg
1482,1758997779.743283,frames/frame_001482.jpg
1483,1758997779.7774103,frames/frame_001483.jpg
1484,1758997779.8113387,frames/frame_001484.jpg
1485,1758997779.8453932,frames/frame_001485.jpg
1486,1758997779.8792999,frames/frame_001486.jpg
1487,1758997779.9134562,frames/frame_001487.jpg
1488,1758997779.9472902,frames/frame_001488.jpg
1489,1758997779.9814432,frames/frame_001489.jpg
1490,1758997780.0152864,frames/frame_001490.jpg
1491,1758997780.0494218,frames/frame_001491.jpg
1492,1758997780.083392,frames/frame_001492.jpg
1493,1758997780.1173947,frames/frame_001493.jpg
1494,1758997780.1512764,frames/frame_001494.jpg
1495,1758997780.1853998,frames/frame_001495.jpg
1496,1758997780.2195296,frames/frame_001496.jpg
1497,1758997780.2534223,frames/frame_001497.jpg
1498,1758997780.2875428,frames/frame_001498.jpg
1499,1758997780.3214695,frames/frame_001499.jpg
1500,1758997780.3555558,frames/frame_001500.jpg
1501,1758997780.3895168,frames/frame_001501.jpg
1502,1758997780.4235375,frames/frame_001502.jpg
1503,1758997780.4574075,frames/frame_001503.jpg
1504,1758997780.4915347,frames/frame_001504.jpg
1505,1758997780.525418,frames/frame_001505.jpg
1506,1758997780.5595756,frames/frame_001506.jpg
1507,1758997780.5934312,frames/frame_001507.jpg
1508,1758997780.627571,frames/frame_001508.jpg
1509,1758997780.6614356,frames/frame_001509.jpg
1510,1758997780.6955817,frames/frame_001510.jpg
1511,1758997780.7294734,frames/frame_001511.jpg
1512,1758997780.763606,frames/frame_001512.jpg
1513,1758997780.797475,frames/frame_001513.jpg
1514,1758997780.8316135,frames/frame_001514.jpg
1515,1758997780.865702,frames/frame_001515.jpg
