arduino_timestamp,system_timestamp,steering_normalized,throttle_normalized,steering_raw_us,throttle_raw_us,steering_period_us,throttle_period_us
33,1758998133.2792656,0.1965,0.0,1592,0,21296,0
66,1758998133.2797573,0.1888,0.0,1588,0,21296,0
99,1758998133.2802663,0.1977,0.0,1592,0,21288,0
132,1758998133.2807531,0.1971,0.0,1592,0,21292,0
165,1758998133.2810478,0.1971,0.0,1592,0,21292,0
198,1758998133.281335,0.1971,0.0,1592,0,21292,0
231,1758998133.2816212,0.1971,0.0,1592,0,21292,0
264,1758998133.2819064,0.1882,0.0,1588,0,21300,0
297,1758998133.2821946,0.1971,0.0,1592,0,21292,0
330,1758998133.2824798,0.1965,0.0,1592,0,21296,0
363,1758998133.2827675,0.1971,0.0,1592,0,21292,0
396,1758998133.2830527,0.1965,0.0,1592,0,21296,0
429,1758998133.2833698,0.1888,0.0,1588,0,21296,0
462,1758998133.28366,0.1971,0.0,1592,0,21292,0
495,1758998133.2839527,0.1888,0.0,1588,0,21296,0
528,1758998133.2842379,0.1971,0.0,1592,0,21292,0
561,1758998133.2845442,0.1965,0.0,1592,0,21296,0
594,1758998133.2848332,0.1971,0.0,1592,0,21292,0
627,1758998133.2851212,0.1965,0.0,1592,0,21296,0
660,1758998133.2854083,0.1965,0.0,1592,0,21296,0
693,1758998133.2856987,0.1965,0.0,1592,0,21296,0
726,1758998133.2859852,0.1971,0.0,1592,0,21292,0
759,1758998133.2862728,0.1888,0.0,1588,0,21296,0
792,1758998133.286576,0.1971,0.0,1592,0,21292,0
825,1758998133.286866,0.1965,0.0,1592,0,21296,0
858,1758998133.287154,0.1888,0.0,1588,0,21296,0
891,1758998133.2874403,0.1965,0.0,1592,0,21296,0
924,1758998133.2877347,0.1965,0.0,1592,0,21296,0
957,1758998133.2880354,0.1965,0.0,1592,0,21296,0
990,1758998133.2883239,0.1971,0.0,1592,0,21292,0
1024,1758998133.2886193,0.1971,0.0,1592,0,21292,0
