arduino_timestamp,system_timestamp,steering_normalized,throttle_normalized,steering_raw_us,throttle_raw_us,steering_period_us,throttle_period_us
33,1759015909.8407204,0.1954,0.0,1592,0,21304,0
66,1759015909.8410435,0.1948,0.0,1592,0,21308,0
99,1759015909.841332,0.1954,0.0,1592,0,21304,0
132,1759015909.8416421,0.1948,0.0,1592,0,21308,0
165,1759015909.841935,0.1954,0.0,1592,0,21304,0
198,1759015909.8422277,0.1942,0.0,1592,0,21312,0
231,1759015909.8425329,0.1942,0.0,1592,0,21312,0
264,1759015909.8428252,0.1948,0.0,1592,0,21308,0
297,1759015909.843117,0.1948,0.0,1592,0,21308,0
330,1759015909.8434088,0.1948,0.0,1592,0,21308,0
363,1759015909.843714,0.1948,0.0,1592,0,21308,0
396,1759015909.844007,0.1948,0.0,1592,0,21308,0
429,1759015909.8443012,0.187,0.0,1588,0,21308,0
462,1759015909.8445973,0.1948,0.0,1592,0,21308,0
495,1759015909.84489,0.1942,0.0,1592,0,21312,0
528,1759015909.8451936,0.2025,0.0,1596,0,21308,0
561,1759015909.8454869,0.1954,0.0,1592,0,21304,0
594,1759015909.8457963,0.2025,0.0,1596,0,21308,0
627,1759015909.8460913,0.1948,0.0,1592,0,21308,0
660,1759015909.8463836,0.1948,0.0,1592,0,21308,0
693,1759015909.8466759,0.1948,0.0,1592,0,21308,0
726,1759015909.8469813,0.1954,0.0,1592,0,21304,0
759,1759015909.8472755,0.1948,0.0,1592,0,21308,0
792,1759015909.8475678,0.1954,0.0,1592,0,21304,0
825,1759015909.8478754,0.1954,0.0,1592,0,21304,0
858,1759015909.8481686,0.187,0.0,1588,0,21308,0
891,1759015909.8484612,0.2031,0.0,1596,0,21304,0
924,1759015909.8487535,0.1948,0.0,1592,0,21308,0
957,1759015909.8490598,0.1948,0.0,1592,0,21308,0
990,1759015909.8493524,0.1954,0.0,1592,0,21304,0
1024,1759015909.849651,0.1954,0.0,1592,0,21304,0
1057,1759015909.849965,0.1954,0.0,1592,0,21304,0
1090,1759015909.8502655,0.1948,0.0,1592,0,21308,0
1123,1759015909.8506956,0.1948,0.0,1592,0,21308,0
1156,1759015909.851011,0.1948,0.0,1592,0,21308,0
1189,1759015909.851312,0.1948,0.0,1592,0,21308,0
1222,1759015909.8516111,0.1948,0.0,1592,0,21308,0
1255,1759015909.8519106,0.1942,0.0,1592,0,21312,0
1288,1759015909.8522139,0.1948,0.0,1592,0,21308,0
1321,1759015909.852514,0.1948,0.0,1592,0,21308,0
1354,1759015909.852812,0.1948,0.0,1592,0,21308,0
1387,1759015909.8531237,0.1954,0.0,1592,0,21304,0
1420,1759015909.8534224,0.1954,0.0,1592,0,21304,0
1453,1759015909.8537204,0.1948,0.0,1592,0,21308,0
1486,1759015909.854021,0.1948,0.0,1592,0,21308,0
1519,1759015909.854332,0.2031,0.0,1596,0,21304,0
1552,1759015909.8546324,0.1948,0.0,1592,0,21308,0
1585,1759015909.8549309,0.1948,0.0,1592,0,21308,0
1618,1759015909.855233,0.1954,0.0,1592,0,21304,0
1651,1759015909.8555322,0.1954,0.0,1592,0,21304,0
1684,1759015909.855832,0.1954,0.0,1592,0,21304,0
1717,1759015909.856134,0.1948,0.0,1592,0,21308,0
1750,1759015909.856464,0.1954,0.0,1592,0,21304,0
1783,1759015909.856767,0.1948,0.0,1592,0,21308,0
1816,1759015909.8570795,0.1954,0.0,1592,0,21304,0
1849,1759015909.8574116,0.1948,0.0,1592,0,21308,0
1882,1759015909.8577147,0.1948,0.0,1592,0,21308,0
1915,1759015909.8580155,0.1948,0.0,1592,0,21308,0
1948,1759015909.8583148,0.1948,0.0,1592,0,21308,0
1981,1759015909.858633,0.1948,0.0,1592,0,21308,0
2014,1759015909.858932,0.1948,0.0,1592,0,21308,0
2048,1759015909.8592305,0.1954,0.0,1592,0,21304,0
2081,1759015909.8595421,0.1948,0.0,1592,0,21308,0
2114,1759015909.8598437,0.1954,0.0,1592,0,21304,0
2147,1759015909.8601427,0.1948,0.0,1592,0,21308,0
2180,1759015909.860447,0.2025,0.0,1596,0,21308,0
2213,1759015909.8608823,0.1948,0.0,1592,0,21308,0
2246,1759015909.8611896,0.187,0.0,1588,0,21308,0
2279,1759015909.8614888,0.1954,0.0,1592,0,21304,0
2312,1759015909.8618047,0.1948,0.0,1592,0,21308,0
2345,1759015909.8621063,0.1954,0.0,1592,0,21304,0
2378,1759015909.8624058,0.1954,0.0,1592,0,21304,0
2411,1759015909.8627279,0.1954,0.0,1592,0,21304,0
2444,1759015909.8630278,0.1948,0.0,1592,0,21308,0
2477,1759015909.8633277,0.1948,0.0,1592,0,21308,0
2510,1759015909.8636293,0.1948,0.0,1592,0,21308,0
2543,1759015909.863947,0.1948,0.0,1592,0,21308,0
2576,1759015909.8642497,0.1948,0.0,1592,0,21308,0
2609,1759015909.8645499,0.2025,0.0,1596,0,21308,0
2642,1759015909.8648546,0.1942,0.0,1592,0,21312,0
