arduino_timestamp,system_timestamp,steering_normalized,throttle_normalized,steering_raw_us,throttle_raw_us,steering_period_us,throttle_period_us
33,1758994460.981442,0.0,0.0,1592,0,0,0
66,1758994460.9818196,0.1896,0.0,1592,0,21344,0
99,1758994460.982115,0.1979,0.0,1596,0,21340,0
132,1758994460.9824107,0.1979,0.0,1596,0,21340,0
165,1758994460.9827003,0.1973,0.0,1596,0,21344,0
198,1758994460.9829905,0.1973,0.0,1596,0,21344,0
231,1758994460.9832847,0.1973,0.0,1596,0,21344,0
264,1758994460.9835775,0.1967,0.0,1596,0,21348,0
297,1758994460.9838908,0.1973,0.0,1596,0,21344,0
330,1758994460.984185,0.1979,0.0,1596,0,21340,0
363,1758994460.984474,0.1973,0.0,1596,0,21344,0
396,1758994460.9847617,0.189,0.0,1592,0,21348,0
429,1758994460.9850492,0.1973,0.0,1596,0,21344,0
462,1758994460.9856021,0.189,0.0,1592,0,21348,0
495,1758994460.9858978,0.1979,0.0,1596,0,21340,0
528,1758994460.9861856,0.1973,0.0,1596,0,21344,0
561,1758994460.9864757,0.1973,0.0,1596,0,21344,0
594,1758994460.9867933,0.1979,0.0,1596,0,21340,0
627,1758994460.9870818,0.1973,0.0,1596,0,21344,0
660,1758994460.9873679,0.1973,0.0,1596,0,21344,0
693,1758994460.9877594,0.1979,0.0,1596,0,21340,0
726,1758994460.9880698,0.1979,0.0,1596,0,21340,0
759,1758994460.98836,0.1973,0.0,1596,0,21344,0
792,1758994460.9886549,0.1979,0.0,1596,0,21340,0
825,1758994460.9889457,0.1973,0.0,1596,0,21344,0
858,1758994460.9892347,0.1973,0.0,1596,0,21344,0
891,1758994460.9895236,0.1973,0.0,1596,0,21344,0
924,1758994460.989835,0.1985,0.0,1596,0,21336,0
957,1758994460.9901254,0.1896,0.0,1592,0,21344,0
990,1758994460.9904149,0.1973,0.0,1596,0,21344,0
1024,1758994460.9907124,0.1967,0.0,1596,0,21348,0
1057,1758994460.9910212,0.1973,0.0,1596,0,21344,0
1090,1758994460.9914732,0.1902,0.0,1592,0,21340,0
1123,1758994460.9917703,0.1979,0.0,1596,0,21340,0
1156,1758994460.9920907,0.1979,0.0,1596,0,21340,0
1189,1758994460.9923878,0.1979,0.0,1596,0,21340,0
1222,1758994460.9926846,0.1896,0.0,1592,0,21344,0
1255,1758994460.992993,0.1979,0.0,1596,0,21340,0
1288,1758994460.9932892,0.1979,0.0,1596,0,21340,0
1321,1758994460.9935856,0.1979,0.0,1596,0,21340,0
1354,1758994460.9938817,0.1973,0.0,1596,0,21344,0
1387,1758994460.9941888,0.1973,0.0,1596,0,21344,0
1420,1758994460.9944878,0.1973,0.0,1596,0,21344,0
1453,1758994460.9947844,0.189,0.0,1592,0,21348,0
1486,1758994460.9950938,0.1896,0.0,1592,0,21344,0
1519,1758994460.9953914,0.1973,0.0,1596,0,21344,0
1552,1758994460.9956882,0.1896,0.0,1592,0,21344,0
1585,1758994460.9959927,0.1896,0.0,1592,0,21344,0
1618,1758994460.9963005,0.1979,0.0,1596,0,21340,0
1651,1758994460.9969134,0.1973,0.0,1596,0,21344,0
1684,1758994460.9971638,0.1979,0.0,1596,0,21340,0
1717,1758994460.9974298,0.1979,0.0,1596,0,21340,0
