arduino_timestamp,system_timestamp,steering_normalized,throttle_normalized,steering_raw_us,throttle_raw_us,steering_period_us,throttle_period_us
33,1758998204.1582456,0.1971,0.0,1592,0,21292,0
66,1758998204.1585486,0.1971,0.0,1592,0,21292,0
99,1758998204.1588175,0.1888,0.0,1588,0,21296,0
132,1758998204.1591027,0.1977,0.0,1592,0,21288,0
165,1758998204.159376,0.1971,0.0,1592,0,21292,0
198,1758998204.1596472,0.1971,0.0,1592,0,21292,0
231,1758998204.15994,0.1971,0.0,1592,0,21292,0
264,1758998204.1602118,0.1893,0.0,1588,0,21292,0
297,1758998204.1604831,0.1977,0.0,1592,0,21288,0
330,1758998204.1607537,0.1965,0.0,1592,0,21296,0
363,1758998204.1610372,0.1893,0.0,1588,0,21292,0
396,1758998204.161308,0.1971,0.0,1592,0,21292,0
429,1758998204.1615784,0.1965,0.0,1592,0,21296,0
462,1758998204.1618502,0.1971,0.0,1592,0,21292,0
495,1758998204.1621387,0.1971,0.0,1592,0,21292,0
528,1758998204.162415,0.1971,0.0,1592,0,21292,0
561,1758998204.1626868,0.1965,0.0,1592,0,21296,0
594,1758998204.1629589,0.1971,0.0,1592,0,21292,0
627,1758998204.1632435,0.1971,0.0,1592,0,21292,0
660,1758998204.163666,0.1888,0.0,1588,0,21296,0
693,1758998204.1639602,0.1971,0.0,1592,0,21292,0
726,1758998204.164267,0.1893,0.0,1588,0,21292,0
759,1758998204.1645591,0.1971,0.0,1592,0,21292,0
792,1758998204.1648483,0.1893,0.0,1588,0,21292,0
825,1758998204.165137,0.1977,0.0,1592,0,21288,0
858,1758998204.1654422,0.1971,0.0,1592,0,21292,0
891,1758998204.1657355,0.1971,0.0,1592,0,21292,0
924,1758998204.1660268,0.1971,0.0,1592,0,21292,0
957,1758998204.1663437,0.1977,0.0,1592,0,21288,0
990,1758998204.1666343,0.1899,0.0,1588,0,21288,0
1024,1758998204.1669316,0.1977,0.0,1592,0,21288,0
1057,1758998204.1672292,0.1893,0.0,1588,0,21292,0
1090,1758998204.1675446,0.1893,0.0,1588,0,21292,0
1123,1758998204.1678512,0.1893,0.0,1588,0,21292,0
1156,1758998204.168277,0.1977,0.0,1592,0,21288,0
1189,1758998204.1686058,0.1893,0.0,1588,0,21292,0
1222,1758998204.1689014,0.1977,0.0,1592,0,21288,0
1255,1758998204.169199,0.1888,0.0,1588,0,21296,0
1288,1758998204.169495,0.1893,0.0,1588,0,21292,0
1321,1758998204.1697958,0.1971,0.0,1592,0,21292,0
1354,1758998204.1700928,0.1965,0.0,1592,0,21296,0
1387,1758998204.1703892,0.1882,0.0,1588,0,21300,0
1420,1758998204.1706986,0.1971,0.0,1592,0,21292,0
1453,1758998204.1709955,0.1971,0.0,1592,0,21292,0
1486,1758998204.1712916,0.1971,0.0,1592,0,21292,0
1519,1758998204.1715887,0.1738,0.0,1580,0,21292,0
1552,1758998204.1719072,0.2049,0.0,1596,0,21292,0
1585,1758998204.172205,0.1959,0.0,1592,0,21300,0
1618,1758998204.1725025,0.1965,0.0,1592,0,21296,0
1651,1758998204.1728106,0.1971,0.0,1592,0,21292,0
1684,1758998204.1731083,0.1888,0.0,1588,0,21296,0
1717,1758998204.173409,0.1971,0.0,1592,0,21292,0
1750,1758998204.1737108,0.1971,0.0,1592,0,21292,0
1783,1758998204.1740289,0.1971,0.0,1592,0,21292,0
1816,1758998204.1743262,0.1888,0.0,1588,0,21296,0
1849,1758998204.1746244,0.1977,0.0,1592,0,21288,0
1882,1758998204.1749454,0.1888,0.0,1588,0,21296,0
1915,1758998204.1752439,0.1893,0.0,1588,0,21292,0
1948,1758998204.1755412,0.1893,0.0,1588,0,21292,0
1981,1758998204.175847,0.1965,0.0,1592,0,21296,0
2014,1758998204.1761613,0.1971,0.0,1592,0,21292,0
2048,1758998204.176459,0.1971,0.0,1592,0,21292,0
2081,1758998204.1767561,0.1888,0.0,1588,0,21296,0
2114,1758998204.1770666,0.1893,0.0,1588,0,21292,0
2147,1758998204.1773636,0.1888,0.0,1588,0,21296,0
2180,1758998204.1776607,0.1965,0.0,1592,0,21296,0
2213,1758998204.1779585,0.1893,0.0,1588,0,21292,0
2246,1758998204.178269,0.1971,0.0,1592,0,21292,0
2279,1758998204.1786978,0.1893,0.0,1588,0,21292,0
2312,1758998204.1789956,0.1959,0.0,1592,0,21300,0
2345,1758998204.1793036,0.1888,0.0,1588,0,21296,0
2378,1758998204.179601,0.1888,0.0,1588,0,21296,0
2411,1758998204.1799111,0.1977,0.0,1592,0,21288,0
2444,1758998204.1802092,0.1971,0.0,1592,0,21292,0
2477,1758998204.1805425,0.1971,0.0,1592,0,21292,0
2510,1758998204.180842,0.1888,0.0,1588,0,21296,0
2543,1758998204.18114,0.1977,0.0,1592,0,21288,0
