frame_id,timestamp,image_path
942,1759015636.7025719,frames/frame_000942.jpg
943,1759015636.7360802,frames/frame_000943.jpg
944,1759015636.7696273,frames/frame_000944.jpg
945,1759015636.8036656,frames/frame_000945.jpg
946,1759015636.837578,frames/frame_000946.jpg
947,1759015636.871721,frames/frame_000947.jpg
948,1759015636.905241,frames/frame_000948.jpg
949,1759015636.9387026,frames/frame_000949.jpg
950,1759015636.9721594,frames/frame_000950.jpg
951,1759015637.0062356,frames/frame_000951.jpg
952,1759015637.0406833,frames/frame_000952.jpg
953,1759015637.0744085,frames/frame_000953.jpg
954,1759015637.1081405,frames/frame_000954.jpg
955,1759015637.141634,frames/frame_000955.jpg
956,1759015637.1757636,frames/frame_000956.jpg
957,1759015637.209664,frames/frame_000957.jpg
958,1759015637.243922,frames/frame_000958.jpg
959,1759015637.2778919,frames/frame_000959.jpg
960,1759015637.3117461,frames/frame_000960.jpg
961,1759015637.3457034,frames/frame_000961.jpg
962,1759015637.3797433,frames/frame_000962.jpg
963,1759015637.413785,frames/frame_000963.jpg
964,1759015637.4475486,frames/frame_000964.jpg
965,1759015637.4817455,frames/frame_000965.jpg
966,1759015637.515576,frames/frame_000966.jpg
967,1759015637.5496156,frames/frame_000967.jpg
968,1759015637.5831063,frames/frame_000968.jpg
969,1759015637.6168497,frames/frame_000969.jpg
970,1759015637.6507258,frames/frame_000970.jpg
971,1759015637.6846037,frames/frame_000971.jpg
972,1759015637.7188315,frames/frame_000972.jpg
973,1759015637.752883,frames/frame_000973.jpg
974,1759015637.7867582,frames/frame_000974.jpg
975,1759015637.8209972,frames/frame_000975.jpg
976,1759015637.8546705,frames/frame_000976.jpg
977,1759015637.8887916,frames/frame_000977.jpg
978,1759015637.9227502,frames/frame_000978.jpg
979,1759015637.9568412,frames/frame_000979.jpg
980,1759015637.9906988,frames/frame_000980.jpg
981,1759015638.024795,frames/frame_000981.jpg
982,1759015638.058716,frames/frame_000982.jpg
983,1759015638.0928035,frames/frame_000983.jpg
984,1759015638.1266966,frames/frame_000984.jpg
985,1759015638.1608074,frames/frame_000985.jpg
986,1759015638.1947002,frames/frame_000986.jpg
987,1759015638.2288232,frames/frame_000987.jpg
988,1759015638.2627158,frames/frame_000988.jpg
